City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,nauta,-4.5061,-73.5757,25.27,82,100,0.35,PE,1670294777
363,kumluca,36.3703,30.2869,14.72,64,0,2.36,TR,1670294777
364,camacha,33.0833,-16.3333,15.68,77,20,1.03,PT,1670294778
365,saint-augustin,51.226,-58.6502,-6.0,86,13,0.63,CA,1670294778
366,inongo,-1.95,18.2667,20.89,94,100,0.87,CD,1670294569
367,katsuura,35.1333,140.3,7.01,91,100,8.26,JP,1670294779
368,mitsamiouli,-11.3847,43.2844,26.39,80,29,3.89,KM,1670294779
369,penzance,50.1186,-5.5371,7.38,86,99,9.27,GB,1670294779
370,umtata,-31.5889,28.7844,9.11,94,17,1.36,ZA,1670294780
371,kenai,60.5544,-151.2583,-2.7,99,100,3.09,US,1670294780
372,honiara,-9.4333,159.95,29.67,71,97,1.9,SB,1670294781
373,broome,42.2506,-75.833,3.34,66,0,3.6,US,1670294781
374,plettenberg bay,-34.0527,23.3716,15.1,74,100,1.97,ZA,1670294781
375,napoleon,41.3923,-84.1252,6.2,59,100,2.8,US,1670294782
376,cannock,52.6904,-2.0309,4.23,92,77,1.34,GB,1670294779
377,lujan,-34.5703,-59.105,27.23,62,0,4.06,AR,1670294782
378,nuevo progreso,23.1667,-97.95,21.93,77,3,0.45,MX,1670294520
379,port hardy,50.6996,-127.4199,1.1,100,100,2.06,CA,1670294640
380,bawku,11.0616,-0.2417,26.04,26,83,3.52,GH,1670294783
381,axim,4.8699,-2.2405,25.75,87,75,2.01,GH,1670294784
382,villacarrillo,38.1156,-3.0848,9.11,89,100,2.08,ES,1670294784
383,havoysund,70.9963,24.6622,3.13,75,100,8.99,NO,1670294784
384,bud,39.447,-86.1758,6.62,90,100,2.56,US,1670294785
385,santiago,-33.4569,-70.6483,23.25,36,0,4.12,CL,1670294352
386,kuusamo,65.9667,29.1833,-3.98,93,100,7.72,FI,1670294785
387,kirovsk,48.6375,38.6428,-8.08,53,1,4.87,UA,1670294786
388,santa fe,-31.6333,-60.7,28.88,54,0,0.89,AR,1670294786
389,staryy nadym,65.6118,72.6842,-17.09,97,54,3.18,RU,1670294786
390,butte,39.6499,-121.5677,11.01,77,20,4.63,US,1670294418
391,saldanha,-33.0117,17.9442,13.03,83,16,4.28,ZA,1670294787
392,norman wells,65.282,-126.8329,-27.98,69,20,8.75,CA,1670294681
393,dovolnoye,54.4958,79.6671,-22.75,99,64,2.12,RU,1670294787
394,sturgis,41.7992,-85.4192,5.04,58,100,2.57,US,1670294736
395,sur,22.5667,59.5289,22.48,61,0,1.35,OM,1670294788
396,tambo,-14.8,-73.9167,2.86,68,100,1.1,PE,1670294788
397,vila franca do campo,37.7167,-25.4333,17.23,80,74,3.78,PT,1670294788
398,visp,46.2937,7.8815,4.94,55,0,1.55,CH,1670294789
399,naze,28.3667,129.4833,17.51,63,84,7.92,JP,1670294789
400,qasigiannguit,68.8193,-51.1922,4.14,69,56,5.34,GL,1670294789
401,giera,45.4072,20.9922,8.05,87,14,4.84,RO,1670294790
402,puerto carreno,6.189,-67.4859,24.83,76,96,3.24,CO,1670294790
403,dinghai,26.2847,119.7936,12.51,72,98,9.49,CN,1670294790
404,grand forks,47.9417,-97.4337,-19.15,77,40,2.06,US,1670294521
405,lasa,46.6166,10.7002,-1.47,72,13,2.07,IT,1670294791
406,kastamonu,41.5,33.6667,5.51,71,100,0.8,TR,1670294791
407,karaton,-6.3424,106.1045,27.05,77,100,1.0,ID,1670294791
408,bulawayo,-20.15,28.5833,19.78,66,55,5.06,ZW,1670294792
409,turochak,52.2576,87.1224,-19.92,100,87,0.34,RU,1670294792
410,katobu,-4.9408,122.5276,31.33,57,100,1.41,ID,1670294792
411,san cristobal,7.7669,-72.225,18.1,98,42,1.54,VE,1670294647
412,guerrero negro,27.9769,-114.0611,17.0,90,17,7.39,MX,1670294793
413,ambon,-3.6954,128.1814,31.08,74,40,3.09,ID,1670294547
414,victor harbor,-35.5667,138.6167,24.82,54,75,3.6,AU,1670294793
415,aklavik,68.2191,-135.0107,-25.16,85,85,8.27,CA,1670294793
416,high prairie,55.4334,-116.4858,-26.64,90,9,1.29,CA,1670294794
417,emborion,40.4833,21.55,7.2,93,73,1.68,GR,1670294794
418,hasaki,35.7333,140.8333,7.94,84,100,8.63,JP,1670294794
419,asmara,15.3333,38.9333,10.94,66,3,0.68,ER,1670294795
420,carolina,18.3808,-65.9574,26.94,74,75,5.14,PR,1670294514
421,ximei,24.9639,118.3794,16.39,62,95,2.92,CN,1670294795
422,horsham,51.064,-0.3272,5.73,90,40,3.6,GB,1670294795
423,arlit,18.7369,7.3853,23.37,18,100,1.49,NE,1670294796
424,mattawa,46.7379,-119.9028,-1.1,96,98,0.18,US,1670294796
425,sidi ali,36.0998,0.4206,14.69,77,100,2.8,DZ,1670294796
426,karakol,42.4907,78.3936,-5.76,74,100,1.63,KG,1670294797
427,lazaro cardenas,17.9583,-102.2,24.9,85,1,0.81,MX,1670294797
428,kitimat,54.0524,-128.6534,-9.79,86,10,1.22,CA,1670294797
429,ngunguru,-35.6167,174.5,18.12,79,100,3.72,NZ,1670294798
430,xingtai,37.0631,114.4942,4.27,25,72,1.14,CN,1670294798
431,zhezkazgan,47.8043,67.7144,-27.01,76,40,3.0,KZ,1670294798
432,kruisfontein,-34.0033,24.7314,13.27,80,100,2.76,ZA,1670294798
433,zyryanka,65.75,150.85,-45.19,97,33,1.89,RU,1670294799
434,manta,-0.95,-80.7333,22.88,83,75,2.06,EC,1670294799
435,kamiiso,41.8167,140.65,3.21,60,75,1.03,JP,1670294799
436,lata,40.1629,-8.3327,11.15,92,100,0.57,PT,1670294800
437,sao filipe,14.8961,-24.4956,22.47,67,26,1.59,CV,1670294558
438,rawson,-43.3002,-65.1023,21.76,35,20,8.33,AR,1670294505
439,satipo,-11.2522,-74.6386,19.33,97,91,1.3,PE,1670294800
440,sorong,-0.8833,131.25,29.04,69,86,3.77,ID,1670294663
441,sept-iles,50.2001,-66.3821,2.29,76,100,5.14,CA,1670294517
442,aguilas,37.4063,-1.5829,15.38,86,100,2.71,ES,1670294571
443,atasu,48.6814,71.6433,-25.96,97,60,2.03,KZ,1670294801
444,tigre,-34.426,-58.5796,29.0,55,0,4.12,AR,1670294801
445,sandwick,60.0,-1.25,4.9,65,88,6.17,GB,1670294801
446,chardara,41.2547,67.9692,-4.23,60,62,2.6,KZ,1670294802
447,channel-port aux basques,47.5702,-59.1367,1.39,66,3,2.46,CA,1670294711
448,pilikwe,-22.799,27.1938,20.89,71,84,2.42,BW,1670294802
449,sainte-thecle,46.8168,-72.4991,2.03,81,100,2.36,CA,1670294802
450,jaffna,9.6685,80.0074,26.96,75,100,5.61,LK,1670294803
451,baykit,61.67,96.37,-16.06,96,90,2.73,RU,1670294803
452,pangnirtung,66.1451,-65.7125,-7.5,96,100,1.28,CA,1670294682
453,ambunti,-4.2365,142.8448,24.11,92,100,0.55,PG,1670294803
454,stornoway,58.2093,-6.3865,4.98,86,75,4.12,GB,1670294804
455,takhtamygda,54.1,123.5667,-18.11,92,100,0.51,RU,1670294804
456,olbia,40.9214,9.4856,6.03,93,0,0.51,IT,1670294804
457,fort nelson,58.8053,-122.7002,-27.25,83,20,1.03,CA,1670294805
458,amudat,1.95,34.95,19.13,62,46,1.52,UG,1670294805
459,letterkenny,54.95,-7.7333,2.74,84,71,1.14,IE,1670294779
460,naro moru,-0.1676,37.0213,10.54,92,100,0.84,KE,1670294805
461,lexington,37.9887,-84.4777,8.0,89,100,4.12,US,1670294559
462,emerald,-23.5333,148.1667,33.52,36,0,1.56,AU,1670294792
463,mosquera,4.7059,-74.2302,12.05,87,40,2.06,CO,1670294226
464,richards bay,-28.783,32.0377,19.88,82,98,4.15,ZA,1670294806
465,lazo,43.3817,133.9014,-6.19,50,0,2.43,RU,1670294806
466,taldan,53.6667,124.8,-16.89,87,98,0.97,RU,1670294807
467,batagay,67.6333,134.6333,-28.05,99,100,1.09,RU,1670294807
468,kutum,14.2,24.6667,13.62,32,0,5.56,SD,1670294807
469,ayan,56.45,138.1667,-12.81,62,100,4.23,RU,1670294808
470,lagunas,-5.2269,-75.6753,24.49,79,75,0.95,PE,1670294565
471,doctor juan leon mallorquin,-25.4,-55.2667,24.85,87,100,1.0,PY,1670294808
472,kayes,14.0,-11.0,25.97,44,81,2.18,ML,1670294808
473,talnakh,69.4865,88.3972,-3.77,96,100,3.78,RU,1670294809
474,hoyanger,61.2204,6.0749,-0.19,90,100,2.57,NO,1670294809
475,marienburg,54.0359,19.0266,3.8,89,100,2.17,PL,1670294809
476,sumenep,-7.0167,113.8667,29.6,65,92,1.48,ID,1670294810
477,kloulklubed,7.0419,134.2556,29.28,73,100,5.73,PW,1670294810
478,pasighat,28.0667,95.3333,22.13,34,1,0.73,IN,1670294810
479,teya,60.3778,92.6267,-18.64,98,100,2.28,RU,1670294810
480,bubaque,11.2833,-15.8333,26.32,72,7,3.5,GW,1670294811
481,iracoubo,5.4802,-53.2011,24.75,90,95,3.59,GF,1670294811
482,santa rosa del sur,7.9644,-74.0544,19.1,94,15,1.36,CO,1670294811
483,gornyak,50.9942,81.4661,-19.49,97,98,1.41,RU,1670294812
484,pyrzyce,53.1462,14.8926,2.57,95,100,2.91,PL,1670294543
485,poum,-20.2333,164.0167,27.42,80,100,6.08,NC,1670294812
486,yakima,46.4665,-120.6678,-1.92,92,100,0.0,US,1670294812
487,yanam,16.7333,82.2167,25.35,68,98,2.36,IN,1670294813
488,oranjestad,12.524,-70.027,25.97,76,20,2.57,AW,1670294697
489,cuenca,-2.8833,-78.9833,13.07,76,20,2.06,EC,1670294813
490,kimbe,-5.5502,150.1429,29.08,78,85,1.18,PG,1670294813
491,seoul,37.5683,126.9778,1.69,74,75,2.06,KR,1670294358
492,veraval,20.9,70.3667,22.15,43,0,5.12,IN,1670294674
493,kankan,10.3854,-9.3057,24.17,54,72,1.71,GN,1670294506
494,brigantine,39.4101,-74.3646,-0.89,86,0,0.0,US,1670294814
495,iznoski,54.9881,35.3108,-10.02,85,100,2.93,RU,1670294814
496,tanout,14.9709,8.8879,20.06,21,100,5.68,NE,1670294814
497,jalu,29.0331,21.5482,16.06,38,34,3.27,LY,1670294793
498,gigmoto,13.7796,124.39,28.51,67,96,3.01,PH,1670294815
499,jutai,-5.1833,-68.9,23.79,87,100,0.79,BR,1670294815
500,bjornevatn,69.6672,29.9847,-3.21,93,100,3.6,NO,1670294815
501,tamandare,-8.7597,-35.1047,24.37,84,5,3.43,BR,1670294816
502,sibu,2.3,111.8167,29.17,79,40,1.54,MY,1670294816
503,rivadavia,-33.1905,-68.4608,26.5,33,39,1.34,AR,1670294816
504,namatanai,-3.6667,152.4333,28.97,70,84,4.17,PG,1670294817
505,beloha,-25.1667,45.05,25.47,66,5,2.52,MG,1670294817
506,urumqi,43.801,87.6005,-11.47,79,0,2.0,CN,1670294817
507,birao,10.2849,22.7882,21.64,24,95,4.78,CF,1670294818
508,san policarpo,12.1791,125.5072,27.65,80,100,4.25,PH,1670294818
509,popova,42.9603,131.7228,-3.35,46,0,8.54,RU,1670294818
510,dalby,-27.1833,151.2667,35.55,19,1,1.34,AU,1670294818
511,cabedelo,-6.9811,-34.8339,24.37,79,5,5.63,BR,1670294679
512,rodrigues alves,-7.738,-72.6509,23.63,78,11,0.85,BR,1670294819
513,canmore,51.0834,-115.3521,-11.29,85,100,3.6,CA,1670294819
514,dhidhdhoo,6.8833,73.1,27.46,76,87,5.77,MV,1670294819
515,griffith,41.5284,-87.4237,5.03,78,100,2.57,US,1670294717
516,tilichiki,60.4667,166.1,-14.94,89,77,4.29,RU,1670294820
517,alice springs,-23.7,133.8833,37.75,9,3,8.23,AU,1670294560
518,santa cruz,-17.8,-63.1667,27.7,69,75,1.03,BO,1670294582
519,diebougou,10.9667,-3.25,25.29,29,74,1.92,BF,1670294820
520,varniai,55.7406,22.3644,-2.51,97,100,3.35,LT,1670294820
521,gap,44.6667,6.0,-7.32,80,18,2.93,FR,1670294813
522,marsh harbour,26.5412,-77.0636,23.5,71,46,3.7,BS,1670294587
523,tshikapa,-6.4167,20.8,18.34,95,96,1.19,CD,1670294821
524,taltal,-25.4,-70.4833,17.53,81,30,0.5,CL,1670294821
525,maldonado,-34.6667,-54.9167,20.68,78,0,3.71,UY,1670294821
526,biltine,14.5333,20.9167,19.94,23,0,7.8,TD,1670294822
527,tecoanapa,16.5167,-98.75,25.29,77,0,2.0,MX,1670294822
528,moree,-29.4667,149.85,32.52,21,1,8.79,AU,1670294823
529,altay,47.8667,88.1167,-13.76,83,69,2.19,CN,1670294823
530,altamira,-3.2033,-52.2064,21.77,94,99,1.04,BR,1670294628
531,qui nhon,13.7667,109.2333,25.34,87,87,9.22,VN,1670294823
532,torbat-e jam,35.244,60.6225,-2.55,77,9,0.73,IR,1670294824
533,bako,5.7833,36.5667,17.04,69,46,1.68,ET,1670294824
534,kieta,-6.2167,155.6333,25.37,87,100,1.44,PG,1670294824
535,livingston,55.9029,-3.5226,2.89,92,75,2.06,GB,1670294500
536,kirakira,-10.4544,161.9205,29.56,70,100,3.06,SB,1670294751
537,honningsvag,70.9821,25.9704,2.86,87,75,4.12,NO,1670294825
538,la paz,-16.5,-68.15,9.99,57,75,4.63,BO,1670294097
539,kysyl-syr,63.8986,122.7617,-24.42,96,100,2.47,RU,1670294825
540,emporia,38.4039,-96.1817,6.11,87,100,1.54,US,1670294826
541,shanghai,31.2222,121.4581,10.93,50,0,1.0,CN,1670294826
542,niono,14.2526,-5.993,26.98,22,100,3.77,ML,1670294826
543,apiai,-24.5094,-48.8425,17.76,99,98,0.73,BR,1670294827
544,cravo norte,6.3017,-70.2041,23.96,75,49,2.21,CO,1670294827
545,vilhena,-12.7406,-60.1458,19.74,99,100,2.07,BR,1670294827
546,kambove,-10.8764,26.5969,15.61,95,100,0.87,CD,1670294828
547,azangaro,-14.9167,-70.2167,5.13,87,99,2.11,PE,1670294828
548,porto novo,6.4965,2.6036,27.9,90,38,1.92,BJ,1670294829
549,vestmannaeyjar,63.4427,-20.2734,3.66,70,28,2.0,IS,1670294829
550,boende,-0.2167,20.8667,20.19,99,71,0.34,CD,1670294829
551,khuzhir,53.1939,107.3397,-7.09,67,96,10.38,RU,1670294830
552,misratah,32.3754,15.0925,18.37,73,11,1.32,LY,1670294830
553,xiamen,24.4798,118.0819,18.03,63,75,5.0,CN,1670294831
554,fairbanks,64.8378,-147.7164,-5.6,91,100,0.0,US,1670294093
555,chiriqui grande,8.95,-82.1167,23.11,90,82,1.38,PA,1670294831
556,zambezi,-13.5432,23.1047,16.11,93,65,2.02,ZM,1670294832
557,boca do acre,-8.7522,-67.3978,21.94,98,100,0.74,BR,1670294832
558,boden,65.8252,21.6886,-3.0,96,41,1.25,SE,1670294832
559,ossora,59.2353,163.0719,-14.51,87,9,5.54,RU,1670294833
560,nishihara,26.1842,127.7558,21.6,64,75,10.29,JP,1670294833
561,arroyo,41.6096,-4.7969,8.11,90,100,3.6,ES,1670294834
562,tabou,4.423,-7.3528,25.42,87,85,2.26,CI,1670294834
563,minab,27.1467,57.0801,22.11,55,100,1.76,IR,1670294834
564,bonfim,3.0833,-59.95,24.22,85,99,1.07,BR,1670294835
565,troitsko-pechorsk,62.7084,56.1964,-16.55,97,100,2.85,RU,1670294835
566,prince rupert,54.3161,-130.3201,2.83,80,100,4.63,CA,1670294737
567,campoverde,-8.4753,-74.8058,26.83,68,51,1.39,PE,1670294836
568,gari,59.4307,62.3497,-17.26,97,57,2.91,RU,1670294836
569,mana,5.6592,-53.7767,23.94,93,100,2.95,GF,1670294836
570,dagupan,17.7061,121.5047,27.95,73,36,3.41,PH,1670294837
571,shimoda,34.6667,138.95,10.2,84,100,1.17,JP,1670294707
572,daloa,6.8774,-6.4502,22.35,94,99,1.29,CI,1670294837
573,sri aman,1.2376,111.4621,28.03,83,20,1.03,MY,1670294837
574,mangrol,21.1167,70.1167,21.1,46,0,5.69,IN,1670294838
575,nynashamn,58.9034,17.9479,-2.69,79,100,3.56,SE,1670294838
576,karasjok,69.4719,25.5112,-6.61,95,100,2.33,NO,1670294838
577,bemidji,47.4736,-94.8803,-14.49,82,0,0.0,US,1670294839
578,paris,48.8534,2.3488,3.21,94,100,2.06,FR,1670294430
579,necochea,-38.5473,-58.7368,25.18,40,27,9.54,AR,1670294839
580,goundam,16.4145,-3.6708,27.03,17,99,3.41,ML,1670294840
581,gladstone,-23.85,151.25,33.77,42,0,4.12,AU,1670294391
582,rundu,-17.9333,19.7667,22.55,61,97,1.72,NA,1670294840
583,sunbury,-37.5833,144.7333,19.88,63,75,5.66,AU,1670294840
584,yaan,7.3833,8.5667,22.09,21,31,1.47,NG,1670294841
